,organization name,address1,city,state,zip,servicesummary,hours,website
157,AIDS Interfaith Residential Services Inc.,4201 York Rd,Baltimore,MD,21212.0,Permanent Supportive Housing,,
158,AIDS Ministries/AIDS Assist Northern Indiana,201 S William St,South Bend,IN,46601.0,"Permanent Supportive Housing, Transitional Housing",Monday: 9:00AM–4:30PM Tuesday: 9:00AM–4:30PM Wednesday: 9:00AM–4:30PM Thursday: 9:00AM–4:30PM Friday: 9:00AM–3:00PM Saturday: Closed Sunday: Closed ,http://www.aidsministries.org/
159,AIDS Ministries/AIDS Assist Northern Indiana,227 West Jefferson Blvd.,South Bend,IN,46601.0,Permanent Supportive Housing,,
160,AIDS Resource Foundation for Children,5003 Ventnor Ave,Ventnor City,NJ,8406.0,Transitional Housing,,
161,"AIDS Response Effort, Inc (ARE)",124 West Piccadilly Street,Winchester,VA,22601.0,Rapid Re-Housing,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,http://aidsresponseeffort.org/
162,AIDS Services Coalition,121 College St,Hattiesburg,MS,39401.0,Permanent Supportive Housing,Monday: 8:00AM–4:30PM Tuesday: 8:00AM–4:30PM Wednesday: 8:00AM–4:30PM Thursday: 8:00AM–4:30PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,https://ascms.net/
163,AIDS Services Coalition,209 S 29Th Ave Apt 30,Hattiesburg,MS,39401.0,Permanent Supportive Housing,,
164,AIDS Services Coalition,,,MS,39401.0,Permanent Supportive Housing,,
165,AIDS Services Coalition,,,MS,39402.0,Rapid Re-Housing,Monday: 8:00AM–4:30PM Tuesday: 8:00AM–4:30PM Wednesday: 8:00AM–4:30PM Thursday: 8:00AM–4:30PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,https://ascms.net/
166,AIDS Services of Dallas,400 S Zang Blvd,Dallas,TX,75208.0,Permanent Supportive Housing,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.aidsdallas.org/
167,"AIDS Support Program, Inc.",1707 Nw 17Th St,Oklahoma City,OK,73106.0,Transitional Housing,,
168,AIM,472 W Mlk Blvd.,Chattanooga,TN,37402.0,Permanent Supportive Housing,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: 11:00AM–2:00PM Sunday: Closed ,http://www.aimcenterinc.org/
169,AIM Independent Living Center,Caton Avenue,Elmira,NY,14904.0,Permanent Supportive Housing,,
170,AIRS,1800 North Charles Street,Baltimore,MD,21201.0,Permanent Supportive Housing,,
171,ALEA Bridge,,,HI,96786.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,
172,ALIVE! Inc.,125 S Payne St,Alexandria,VA,22314.0,Transitional Housing,,
173,"ALIVE, Inc",,,MO,63146.0,Emergency Shelter,,
174,AMCAB,1520 N Lincoln Rd,Escanaba,MI,49829.0,Emergency Shelter,,
175,AMCAB,6031 W Us Highway 2,Manistique,MI,49854.0,Emergency Shelter,,
176,AMCAB,Main Street,Escananba,MI,49829.0,Rapid Re-Housing,,
177,AMCAB,Main Street,Iron Mountain,MI,49801.0,Rapid Re-Housing,,
178,AMCAB,Main Street,Menominee,MI,49858.0,Emergency Shelter,,
179,AMCAB,N 3957 N Us 2,Dickenson,MI,49801.0,Emergency Shelter,,
180,AMCAB,,Houghton,MI,49931.0,Rapid Re-Housing,,
181,AMCAB,,,MI,49801.0,Rapid Re-Housing,,
182,AMCAB,,,MI,49931.0,Emergency Shelter,,
183,ANEW Place,179 South Winooski,Burlington,VT,5401.0,Emergency Shelter,,
185,ANKA Akron Veterans Program,,Akron,MI,48701.0,Other Permanent Housing,,
186,APAIT,12900 Garden Grove Blvd.,Garden Grove,CA,92843.0,Emergency Shelter,Monday: 9:00AM–5:30PM Tuesday: 9:00AM–5:30PM Wednesday: 9:00AM–5:30PM Thursday: 9:00AM–5:30PM Friday: 9:00AM–5:30PM Saturday: Closed Sunday: Closed ,http://www.apaitonline.org/
187,APC,351 Corpus Christi Rd,Alameda,CA,94501.0,Permanent Supportive Housing,,
188,APC,677 W Ranger Ave,Alameda,CA,94501.0,Permanent Supportive Housing,,
189,APC,677 West Ranger Avenue,Alameda,CA,94501.0,Permanent Supportive Housing,Monday: 10:00AM–5:00PM Tuesday: 10:00AM–5:00PM Wednesday: 1:00–5:00PM Thursday: 1:00–5:00PM Friday: 10:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://apcollaborative.org/
190,APNA GHAR,,,IL,60661.0,Emergency Shelter,,
191,ARCH Services,404 Elm Ave Sw,Roanoke,VA,24016.0,"Permanent Supportive Housing, Emergency Shelter",,
192,ART House,4208 W Girard Avenue,Philadelphia,PA,19104.0,Emergency Shelter,,
193,ART House,4210 W Girard Avenue,Philadelphia,PA,19104.0,Emergency Shelter,,
194,ARVAC,613 N 5Th St,Dardanelle,AR,72834.0,Rapid Re-Housing,,
195,ASPAN,2020 14Th St N,Arlington,VA,22201.0,"Emergency Shelter, Permanent Supportive Housing, Rapid Re-Housing",,
196,ASPAN,,,VA,22204.0,Permanent Supportive Housing,,
197,"ASafeHarborHome, Inc.",818 W Summer St. Suite A,Greeneville,TN,37743.0,Rapid Re-Housing,,
198,ATCMHMR S+C Administrative,1430 Collier St,Austin,TX,78704.0,Permanent Supportive Housing,,
199,AUNT MARTHA'S YOUTH SERVICE CENTER- JOLIET,409 W. Jefferson Street,Joliet,IL,60435.0,Rapid Re-Housing,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.auntmarthas.org/location/joliet-office/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=joliet-office
200,AVITA Community Partners,1750 Norton Dr,Gainesville,GA,30504.0,Permanent Supportive Housing,,
201,AVITA Community Partners,,Gainesville,GA,30542.0,Permanent Supportive Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.avitapartners.org/
202,AZCEND,345 S California St,Chandler,AZ,85225.0,Emergency Shelter,Monday: 7:30AM–4:00PM Tuesday: 7:30AM–4:00PM Wednesday: 7:30AM–4:00PM Thursday: 7:30AM–4:00PM Friday: 7:30AM–4:00PM Saturday: Closed Sunday: Closed ,http://azcend.org/
203,AZCEND,,,AZ,85225.0,Rapid Re-Housing,Monday: 7:30AM–4:00PM Tuesday: 7:30AM–4:00PM Wednesday: 7:30AM–4:00PM Thursday: 7:30AM–4:00PM Friday: 7:30AM–4:00PM Saturday: Closed Sunday: Closed ,http://azcend.org/
204,Abba List,333 Cedar Rd,Chesapeake,VA,23322.0,Emergency Shelter,,
205,Abba List,916 Centerville Turnpike South,Chesapeake,VA,23322.0,Transitional Housing,,http://abbalist.org/
206,Abby's House,23 Crown St,Worcester,MA,1609.0,Emergency Shelter,,
207,Abigayle Ministries,12313 19 Mile Road,Sterling Heights,MI,48313.0,Transitional Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.abigayleministries.org/
208,"Abilene Hope Haven, Inc.",801 S Treadaway Blvd,Abilene,TX,79602.0,"Rapid Re-Housing, Emergency Shelter",Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.abilenehopehaven.org/
209,"Abilene Hope Haven, Inc.",,,TX,79602.0,"Permanent Supportive Housing, Rapid Re-Housing",Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.abilenehopehaven.org/
210,Ability 1st,,,FL,32303.0,Permanent Supportive Housing,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–3:00PM Saturday: Closed Sunday: Closed ,http://www.ability1st.info/
211,Ability Housing of NE Florida,3140 Franklin St,Jacksonville,FL,32206.0,Permanent Supportive Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.renaissancevillageaptsjax.com/
212,Ability Housing of NE Florida,3539 Beach Blvd,Jacksonville,FL,32207.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.abilityhousing.org/
213,Ability Housing of NE Florida,3740 Beach Blvd,Jacksonville,FL,32207.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.abilityhousing.org/
214,Ability Housing of NE Florida,6970 Wiley Road,Jacksonville,FL,32210.0,Permanent Supportive Housing,,
215,Ability Housing of NE Florida,887 Franklin St,Jacksonville,FL,32206.0,Permanent Supportive Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,
216,Abode Communities,13751 Sherman Way,Van Nuys,CA,91405.0,Permanent Supportive Housing,,
217,Abode Communities,15727 S. Atlantic Ave.,Compton,CA,90221.0,Other Permanent Housing,,
218,Abode Communities,5720 Clara St.,Bell Gardens,CA,90201.0,Other Permanent Housing,,
219,Abode Services,100 Hartle Ct,Napa,CA,94559.0,Emergency Shelter,,
220,Abode Services,33 Encina Ave,Palo Alta,CA,94301.0,Permanent Supportive Housing,,
221,Abode Services,33 Encina Ave,Palo Alto,CA,94301.0,Permanent Supportive Housing,,
222,Abode Services,40849 Fremont Blvd,Fremont,CA,94538.0,"Rapid Re-Housing, Permanent Supportive Housing",Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.abodeservices.org/
223,Abode Services,40849 Fremont Boulevard,Fremont,CA,94538.0,Rapid Re-Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.abodeservices.org/
224,Abode Services,41152 Fremont Blvd,Fremont,CA,94538.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.abodeservices.org/
225,Abode Services,4145 Bay St,Fremont,CA,94538.0,Permanent Supportive Housing,,
226,Abode Services,48049 Fremont Blvd,Fremont,CA,94538.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.abodeservices.org/
227,Abode Services,500 Brown Rd,Fremont,CA,94539.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.abodeservices.org/
228,Abode Services,575 Third St,Napa,CA,94559.0,Emergency Shelter,,
229,Abode Services,643 Bair Island Road,Redwood City,CA,94063.0,Rapid Re-Housing,,
230,Abode Services,643 Bair Island Suite 209,Redwood City,CA,94063.0,Rapid Re-Housing,,
231,Abode Services,"643 Bair Island, Suite 209",Redwood City,CA,94063.0,Rapid Re-Housing,,
232,Abode Services,,,CA,94539.0,Rapid Re-Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.abodeservices.org/
233,Abode Services,,,CA,95111.0,Permanent Supportive Housing,,
234,Abundant Faith Ministries,2300 Truman Road,Springfield,IL,62704.0,Transitional Housing,,
235,Abuse and Rape Crisis Shelter of Warren County Inc,,Lebanon,OH,45036.0,Emergency Shelter,,http://safeonmain.org/
236,Abused Adult Resource Center,,,ND,58501.0,"Transitional Housing, Permanent Supportive Housing, Emergency Shelter",Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.abusedadultresourcecenter.com/
237,Abused Deaf Women Advocacy Services (ADWAS),,,WA,98115.0,"Emergency Shelter, Transitional Housing",Monday: 9:00AM–3:00PM Tuesday: Closed Wednesday: 9:00AM–3:00PM Thursday: Closed Friday: 9:00AM–3:00PM Saturday: Closed Sunday: Closed ,http://www.adwas.org/
238,Abused Women's Aid in Crisis (AWAIC),,,AK,99501.0,"Transitional Housing, Rapid Re-Housing, Emergency Shelter",Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://awaic.org/
239,Acacia Network,1628 University Ave,Bronx,NY,10453.0,Permanent Supportive Housing,,
240,Acacia Network,1794 Anthony Ave,Bronx,NY,10457.0,Permanent Supportive Housing,,http://www.acacianetwork.org/
241,Acacia Network,245 E Mosholu Pkwy N,Bronx,NY,10467.0,Permanent Supportive Housing,,
242,Acacia Network,250 East 117Th Street,Bronx,NY,10035.0,Permanent Supportive Housing,,
243,Acacia Network,607 Prospect Ave,Bronx,NY,10455.0,Permanent Supportive Housing,,
244,Acacia Network,974 Prospect Ave,Bronx,NY,10456.0,Permanent Supportive Housing,,
245,Acacia Network,974 Prospect Avenue,Bronx,NY,10459.0,Permanent Supportive Housing,,http://www.acacianetwork.org/
246,Acadiana Cares,809 Martin Luther King Jr Dr,Lafayette,LA,70501.0,"Transitional Housing, Emergency Shelter, Permanent Supportive Housing",,
247,Acadiana Cares,"809 Martin Luther King, Jr. Drive",Lafayette,LA,70501.0,Permanent Supportive Housing,,
248,Acadiana Outreach Center,625 N University Ave,Lafayette,LA,70506.0,"Rapid Re-Housing, Transitional Housing",Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.outreachcenterlafayette.org/
249,Acadiana Outreach Center,625 N. University,Lafayette,LA,70506.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.outreachcenterlafayette.org/
250,Acadiana Outreach Center,625 N. University Avenue,Lafayette,LA,70501.0,Rapid Re-Housing,,
251,Access Care of Coastal Texas,707 23Rd Street,Galveston,TX,77550.0,Permanent Supportive Housing,Monday: 9:00AM–7:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–12:00PM Saturday: Closed Sunday: Closed ,https://www.accttexas.org/
252,Access Community Action Agency,51 Reynolds St,Danielson,CT,6239.0,Emergency Shelter,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,https://www.accessagency.org/
253,Access Community Action Agency,,,CT,6239.0,Permanent Supportive Housing,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,https://accessagency.org/
254,Access Housing,820 Chesapeake St Se,Washington,DC,20032.0,Permanent Supportive Housing,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.accesshousingincdc.com/
255,Access Housing,820 Chesapeake Street,Washington,DC,20032.0,Permanent Supportive Housing,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.accesshousingincdc.com/
256,Access Housing,"842 Chesapeake Street, Se",Washington,DC,20032.0,Transitional Housing,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.accesshousingincdc.com/
257,Access Services,4070 Butler Pike,Plymouth Meeting,PA,19462.0,Emergency Shelter,,
258,Accomack-Northhampton Planning District Council,23372 Front St,Accomac,VA,23301.0,Rapid Re-Housing,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00AM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00AM Friday: 8:30AM–5:00AM Saturday: Closed Sunday: Closed ,http://www.esvaplan.org/
259,AchieveAbility,,,PA,19139.0,"Permanent Supportive Housing, Transitional Housing",Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–1:00PM Saturday: Closed Sunday: Closed ,http://www.achieveability.org/
260,Acres of Diamonds,26326 Ne Kennedy Dr Ne,Duvall,WA,98019.0,Transitional Housing,Monday: 9:00AM–1:00PM Tuesday: 9:00AM–1:00PM Wednesday: 9:00AM–1:00PM Thursday: 9:00AM–1:00PM Friday: 9:00AM–1:00PM Saturday: Closed Sunday: Closed ,https://www.acresofdiamonds.org/
261,Acres of Hope,13675 Bowman Rd,Auburn,CA,95603.0,Transitional Housing,,
263,Action Inc.,26 Marsh St # 28,Gloucester,MA,1930.0,Permanent Supportive Housing,,
264,Action Inc.,370 Main St,Gloucester,MA,1930.0,"Permanent Supportive Housing, Emergency Shelter",,
265,Action Inc.,,,MA,1930.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://actioninc.org/
266,Action Ministries Housing,3330 Mountain Dr,Decatur,GA,30032.0,Rapid Re-Housing,Monday: 10:00AM–6:00PM Tuesday: 10:00AM–6:00PM Wednesday: 10:00AM–6:00PM Thursday: 10:00AM–6:00PM Friday: 10:00AM–6:00PM Saturday: 10:00AM–5:00PM Sunday: Closed ,https://www.iconavondale.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D
267,Action Ministries Inc.,"1002 Greene St #3, Augusta, Ga 30901",Augusta,GA,30901.0,Permanent Supportive Housing,,
268,Action Ministries Inc.,1002 Greene Street,Augusta,GA,30901.0,Rapid Re-Housing,,
269,Action Ministries Inc.,234 Memorial Dr Sw,Atlanta,GA,30303.0,Rapid Re-Housing,,
270,Action Ministries Inc.,265 Washington St. Sw,Atlanta,GA,30303.0,Emergency Shelter,Monday: 10:00AM–12:00PM Tuesday: 10:00AM–12:00PM Wednesday: 10:00AM–12:00PM Thursday: 10:00AM–12:00PM Friday: 10:00AM–12:00PM Saturday: Closed Sunday: Closed ,https://hopeatlanta.org/welcome-to-hope-atlanta/
271,Action Ministries N. GA Trans. Housing,,Gainesville,GA,30506.0,Rapid Re-Housing,Monday: 10:00AM–4:00PM Tuesday: 10:00AM–4:00PM Wednesday: 10:00AM–4:00PM Thursday: 10:00AM–4:00PM Friday: 10:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.goodnewsatnoon.org/
272,Action Ministries N. GA Trans. Housing,,Lagrange,GA,30240.0,Permanent Supportive Housing,,
273,Action Ministries N. GA Trans. Housing,,Norcross,GA,30071.0,Rapid Re-Housing,,
274,Action Ministries N. GA Trans. Housing,,Snellville,GA,30039.0,Rapid Re-Housing,,
275,Action Wellness,1216 Arch Street,Philadelphia,PA,19107.0,Rapid Re-Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.actionwellness.org/
276,Action Wellness,2641 N 06Th Street,Philadelphia,PA,19133.0,Permanent Supportive Housing,,http://www.actionwellness.org/
277,Action Wellness,,,PA,19133.0,Rapid Re-Housing,,http://www.actionwellness.org/
278,Action Wellness,,,PA,19144.0,Permanent Supportive Housing,,
279,Action for Boston Community Development (ABCD),178 Tremont St,Boston,MA,2111.0,Emergency Shelter,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 9:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.bostonabcd.org/
280,Action in Community Through Service (ACTS),17866 Main St.,Dumfries,VA,22026.0,Rapid Re-Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://actspwc.org/
281,Action in Community Through Service (ACTS),17866 Main Street,Dumfries  22026,VA,22026.0,Emergency Shelter,,
282,Action in Community Through Service (ACTS),18811 Kerill Rd,Triangle,VA,22172.0,Permanent Supportive Housing,,
283,Action in Community Through Service (ACTS),,,VA,20136.0,Rapid Re-Housing,,https://actspwc.org/
284,Action in Community Through Service (ACTS),P.O. Box 531,Dumfries,VA,22026.0,Emergency Shelter,,
285,Ada Homeless Services (formerly AACES),704 N. Oak Ave #8,Ada,OK,74820.0,"Emergency Shelter, Rapid Re-Housing",,
286,Adams County Children & Youth,525 Boyds School Rd,Gettysburg,PA,17325.0,Transitional Housing,Monday: 8:00AM–4:30PM Tuesday: 8:00AM–4:30PM Wednesday: 8:00AM–4:30PM Thursday: 8:00AM–4:30PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,https://www.adamscountypa.gov/departments/childrenandyouthservices
287,Adams County IHCS,"425 East Main, Suite 600",Othell,WA,99344.0,Emergency Shelter,,
288,Adams County Shelter for the Homeless Inc.,11483 St. Rt. 41,West Union,OH,45693.0,"Rapid Re-Housing, Emergency Shelter",Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,https://www.facebook.com/AdamsCountyHomelessShelter
